ensembl_gene_id	biomarkerset	external_gene_name	description
ENSG00000081189	PMBCLvsCtrl	MEF2C	myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996]
ENSG00000081760	PMBCLvsCtrl	AACS	acetoacetyl-CoA synthetase [Source:HGNC Symbol;Acc:HGNC:21298]
ENSG00000082212	PMBCLvsCtrl	ME2	malic enzyme 2 [Source:HGNC Symbol;Acc:HGNC:6984]
ENSG00000082701	PMBCLvsCtrl	GSK3B	glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]
ENSG00000082805	PMBCLvsCtrl	ERC1	ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072]
ENSG00000082898	PMBCLvsCtrl	XPO1	exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]
ENSG00000083223	PMBCLvsCtrl	ZCCHC6	zinc finger CCHC-type containing 6 [Source:HGNC Symbol;Acc:HGNC:25817]
ENSG00000083312	PMBCLvsCtrl	TNPO1	transportin 1 [Source:HGNC Symbol;Acc:HGNC:6401]
ENSG00000083444	PMBCLvsCtrl	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:9081]
ENSG00000084112	PMBCLvsCtrl	SSH1	slingshot protein phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30579]
ENSG00000084636	PMBCLvsCtrl	COL16A1	collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]
ENSG00000085224	PMBCLvsCtrl	ATRX	ATRX, chromatin remodeler [Source:HGNC Symbol;Acc:HGNC:886]
ENSG00000085662	PMBCLvsCtrl	AKR1B1	aldo-keto reductase family 1 member B [Source:HGNC Symbol;Acc:HGNC:381]
ENSG00000085832	PMBCLvsCtrl	EPS15	epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:HGNC:3419]
ENSG00000086102	PMBCLvsCtrl	NFX1	nuclear transcription factor, X-box binding 1 [Source:HGNC Symbol;Acc:HGNC:7803]
ENSG00000086506	PMBCLvsCtrl	HBQ1	hemoglobin subunit theta 1 [Source:HGNC Symbol;Acc:HGNC:4833]
ENSG00000086666	PMBCLvsCtrl	ZFAND6	zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164]
ENSG00000087303	PMBCLvsCtrl	NID2	nidogen 2 [Source:HGNC Symbol;Acc:HGNC:13389]
ENSG00000088325	PMBCLvsCtrl	TPX2	TPX2, microtubule nucleation factor [Source:HGNC Symbol;Acc:HGNC:1249]
ENSG00000088888	PMBCLvsCtrl	MAVS	mitochondrial antiviral signaling protein [Source:HGNC Symbol;Acc:HGNC:29233]
ENSG00000088986	PMBCLvsCtrl	DYNLL1	dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476]
ENSG00000089009	PMBCLvsCtrl	RPL6	ribosomal protein L6 [Source:HGNC Symbol;Acc:HGNC:10362]
ENSG00000089351	PMBCLvsCtrl	GRAMD1A	GRAM domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29305]
ENSG00000090020	PMBCLvsCtrl	SLC9A1	solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]
ENSG00000090060	PMBCLvsCtrl	PAPOLA	poly(A) polymerase alpha [Source:HGNC Symbol;Acc:HGNC:14981]
ENSG00000090316	PMBCLvsCtrl	MAEA	macrophage erythroblast attacher [Source:HGNC Symbol;Acc:HGNC:13731]
ENSG00000090372	PMBCLvsCtrl	STRN4	striatin 4 [Source:HGNC Symbol;Acc:HGNC:15721]
ENSG00000090376	PMBCLvsCtrl	IRAK3	interleukin 1 receptor associated kinase 3 [Source:HGNC Symbol;Acc:HGNC:17020]
ENSG00000090686	PMBCLvsCtrl	USP48	ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533]
ENSG00000090857	PMBCLvsCtrl	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit [Source:HGNC Symbol;Acc:HGNC:30264]
ENSG00000090975	PMBCLvsCtrl	PITPNM2	phosphatidylinositol transfer protein membrane associated 2 [Source:HGNC Symbol;Acc:HGNC:21044]
ENSG00000092020	PMBCLvsCtrl	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma [Source:HGNC Symbol;Acc:HGNC:17485]
ENSG00000092199	PMBCLvsCtrl	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:HGNC:5035]
ENSG00000092439	PMBCLvsCtrl	TRPM7	transient receptor potential cation channel subfamily M member 7 [Source:HGNC Symbol;Acc:HGNC:17994]
ENSG00000092929	PMBCLvsCtrl	UNC13D	unc-13 homolog D [Source:HGNC Symbol;Acc:HGNC:23147]
ENSG00000095139	PMBCLvsCtrl	ARCN1	archain 1 [Source:HGNC Symbol;Acc:HGNC:649]
ENSG00000095787	PMBCLvsCtrl	WAC	WW domain containing adaptor with coiled-coil [Source:HGNC Symbol;Acc:HGNC:17327]
ENSG00000096746	PMBCLvsCtrl	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3 [Source:HGNC Symbol;Acc:HGNC:5043]
ENSG00000096968	PMBCLvsCtrl	JAK2	Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]
ENSG00000097033	PMBCLvsCtrl	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]
ENSG00000099246	PMBCLvsCtrl	RAB18	RAB18, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14244]
ENSG00000099783	PMBCLvsCtrl	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]
ENSG00000099785	PMBCLvsCtrl	MARCH2	membrane associated ring-CH-type finger 2 [Source:HGNC Symbol;Acc:HGNC:28038]
ENSG00000099804	PMBCLvsCtrl	CDC34	cell division cycle 34 [Source:HGNC Symbol;Acc:HGNC:1734]
ENSG00000099817	PMBCLvsCtrl	POLR2E	RNA polymerase II subunit E [Source:HGNC Symbol;Acc:HGNC:9192]
ENSG00000099998	PMBCLvsCtrl	GGT5	gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4260]
ENSG00000100003	PMBCLvsCtrl	SEC14L2	SEC14 like lipid binding 2 [Source:HGNC Symbol;Acc:HGNC:10699]
ENSG00000100097	PMBCLvsCtrl	LGALS1	galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]
ENSG00000100150	PMBCLvsCtrl	DEPDC5	DEP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:18423]
ENSG00000100297	PMBCLvsCtrl	MCM5	minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]
ENSG00000100316	PMBCLvsCtrl	RPL3	ribosomal protein L3 [Source:HGNC Symbol;Acc:HGNC:10332]
ENSG00000100345	PMBCLvsCtrl	MYH9	myosin heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:7579]
ENSG00000100380	PMBCLvsCtrl	ST13	ST13, Hsp70 interacting protein [Source:HGNC Symbol;Acc:HGNC:11343]
ENSG00000100387	PMBCLvsCtrl	RBX1	ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928]
ENSG00000100427	PMBCLvsCtrl	MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1 [Source:HGNC Symbol;Acc:HGNC:17082]
ENSG00000100644	PMBCLvsCtrl	HIF1A	hypoxia inducible factor 1 alpha subunit [Source:HGNC Symbol;Acc:HGNC:4910]
ENSG00000100664	PMBCLvsCtrl	EIF5	eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]
ENSG00000100726	PMBCLvsCtrl	TELO2	telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099]
ENSG00000100749	PMBCLvsCtrl	VRK1	vaccinia related kinase 1 [Source:HGNC Symbol;Acc:HGNC:12718]
ENSG00000100815	PMBCLvsCtrl	TRIP11	thyroid hormone receptor interactor 11 [Source:HGNC Symbol;Acc:HGNC:12305]
ENSG00000100852	PMBCLvsCtrl	ARHGAP5	Rho GTPase activating protein 5 [Source:HGNC Symbol;Acc:HGNC:675]
ENSG00000100941	PMBCLvsCtrl	PNN	pinin, desmosome associated protein [Source:HGNC Symbol;Acc:HGNC:9162]
ENSG00000100994	PMBCLvsCtrl	PYGB	glycogen phosphorylase B [Source:HGNC Symbol;Acc:HGNC:9723]
ENSG00000101040	PMBCLvsCtrl	ZMYND8	zinc finger MYND-type containing 8 [Source:HGNC Symbol;Acc:HGNC:9397]
ENSG00000101082	PMBCLvsCtrl	SLA2	Src like adaptor 2 [Source:HGNC Symbol;Acc:HGNC:17329]
ENSG00000101347	PMBCLvsCtrl	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:15925]
ENSG00000101421	PMBCLvsCtrl	CHMP4B	charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171]
ENSG00000101457	PMBCLvsCtrl	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16160]
ENSG00000101639	PMBCLvsCtrl	CEP192	centrosomal protein 192 [Source:HGNC Symbol;Acc:HGNC:25515]
ENSG00000101745	PMBCLvsCtrl	ANKRD12	ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135]
ENSG00000101751	PMBCLvsCtrl	POLI	DNA polymerase iota [Source:HGNC Symbol;Acc:HGNC:9182]
ENSG00000101782	PMBCLvsCtrl	RIOK3	RIO kinase 3 [Source:HGNC Symbol;Acc:HGNC:11451]
ENSG00000101892	PMBCLvsCtrl	ATP1B4	ATPase Na+/K+ transporting family member beta 4 [Source:HGNC Symbol;Acc:HGNC:808]
ENSG00000102178	PMBCLvsCtrl	UBL4A	ubiquitin like 4A [Source:HGNC Symbol;Acc:HGNC:12505]
ENSG00000102225	PMBCLvsCtrl	CDK16	cyclin dependent kinase 16 [Source:HGNC Symbol;Acc:HGNC:8749]
ENSG00000102572	PMBCLvsCtrl	STK24	serine/threonine kinase 24 [Source:HGNC Symbol;Acc:HGNC:11403]
ENSG00000102710	PMBCLvsCtrl	SUPT20H	SPT20 homolog, SAGA complex component [Source:HGNC Symbol;Acc:HGNC:20596]
ENSG00000102781	PMBCLvsCtrl	KATNAL1	katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361]
ENSG00000103005	PMBCLvsCtrl	USB1	U6 snRNA biogenesis phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:25792]
ENSG00000103047	PMBCLvsCtrl	TANGO6	transport and golgi organization 6 homolog [Source:HGNC Symbol;Acc:HGNC:25749]
ENSG00000103175	PMBCLvsCtrl	WFDC1	WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:HGNC:15466]
ENSG00000103274	PMBCLvsCtrl	NUBP1	nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8041]
ENSG00000103489	PMBCLvsCtrl	XYLT1	xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15516]
ENSG00000103502	PMBCLvsCtrl	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Source:HGNC Symbol;Acc:HGNC:1769]
ENSG00000103657	PMBCLvsCtrl	HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:HGNC:4867]
ENSG00000103876	PMBCLvsCtrl	FAH	fumarylacetoacetate hydrolase [Source:HGNC Symbol;Acc:HGNC:3579]
ENSG00000104388	PMBCLvsCtrl	RAB2A	RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9763]
ENSG00000104408	PMBCLvsCtrl	EIF3E	eukaryotic translation initiation factor 3 subunit E [Source:HGNC Symbol;Acc:HGNC:3277]
ENSG00000104412	PMBCLvsCtrl	EMC2	ER membrane protein complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28963]
ENSG00000104517	PMBCLvsCtrl	UBR5	ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806]
ENSG00000104731	PMBCLvsCtrl	KLHDC4	kelch domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25272]
ENSG00000104774	PMBCLvsCtrl	MAN2B1	mannosidase alpha class 2B member 1 [Source:HGNC Symbol;Acc:HGNC:6826]
ENSG00000104805	PMBCLvsCtrl	NUCB1	nucleobindin 1 [Source:HGNC Symbol;Acc:HGNC:8043]
ENSG00000104856	PMBCLvsCtrl	RELB	RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]
ENSG00000104903	PMBCLvsCtrl	LYL1	LYL1, basic helix-loop-helix family member [Source:HGNC Symbol;Acc:HGNC:6734]
ENSG00000104973	PMBCLvsCtrl	MED25	mediator complex subunit 25 [Source:HGNC Symbol;Acc:HGNC:28845]
ENSG00000104980	PMBCLvsCtrl	TIMM44	translocase of inner mitochondrial membrane 44 [Source:HGNC Symbol;Acc:HGNC:17316]
ENSG00000105058	PMBCLvsCtrl	FAM32A	family with sequence similarity 32 member A [Source:HGNC Symbol;Acc:HGNC:24563]
ENSG00000105063	PMBCLvsCtrl	PPP6R1	protein phosphatase 6 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:29195]
ENSG00000105193	PMBCLvsCtrl	RPS16	ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:10396]
ENSG00000105254	PMBCLvsCtrl	TBCB	tubulin folding cofactor B [Source:HGNC Symbol;Acc:HGNC:1989]
ENSG00000105281	PMBCLvsCtrl	SLC1A5	solute carrier family 1 member 5 [Source:HGNC Symbol;Acc:HGNC:10943]
ENSG00000105339	PMBCLvsCtrl	DENND3	DENN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29134]
ENSG00000105355	PMBCLvsCtrl	PLIN3	perilipin 3 [Source:HGNC Symbol;Acc:HGNC:16893]
ENSG00000105426	PMBCLvsCtrl	PTPRS	protein tyrosine phosphatase, receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]
ENSG00000105576	PMBCLvsCtrl	TNPO2	transportin 2 [Source:HGNC Symbol;Acc:HGNC:19998]
ENSG00000105701	PMBCLvsCtrl	FKBP8	FK506 binding protein 8 [Source:HGNC Symbol;Acc:HGNC:3724]
ENSG00000105926	PMBCLvsCtrl	MPP6	membrane palmitoylated protein 6 [Source:HGNC Symbol;Acc:HGNC:18167]
ENSG00000106443	PMBCLvsCtrl	PHF14	PHD finger protein 14 [Source:HGNC Symbol;Acc:HGNC:22203]
ENSG00000106460	PMBCLvsCtrl	TMEM106B	transmembrane protein 106B [Source:HGNC Symbol;Acc:HGNC:22407]
ENSG00000106665	PMBCLvsCtrl	CLIP2	CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:HGNC:2586]
ENSG00000107021	PMBCLvsCtrl	TBC1D13	TBC1 domain family member 13 [Source:HGNC Symbol;Acc:HGNC:25571]
ENSG00000107147	PMBCLvsCtrl	KCNT1	potassium sodium-activated channel subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:18865]
ENSG00000107485	PMBCLvsCtrl	GATA3	GATA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4172]
ENSG00000107581	PMBCLvsCtrl	EIF3A	eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]
ENSG00000107771	PMBCLvsCtrl	CCSER2	coiled-coil serine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:29197]
ENSG00000107816	PMBCLvsCtrl	LZTS2	leucine zipper tumor suppressor 2 [Source:HGNC Symbol;Acc:HGNC:29381]
ENSG00000108061	PMBCLvsCtrl	SHOC2	SHOC2, leucine rich repeat scaffold protein [Source:HGNC Symbol;Acc:HGNC:15454]
ENSG00000108306	PMBCLvsCtrl	FBXL20	F-box and leucine rich repeat protein 20 [Source:HGNC Symbol;Acc:HGNC:24679]
ENSG00000108405	PMBCLvsCtrl	P2RX1	purinergic receptor P2X 1 [Source:HGNC Symbol;Acc:HGNC:8533]
ENSG00000108443	PMBCLvsCtrl	RPS6KB1	ribosomal protein S6 kinase B1 [Source:HGNC Symbol;Acc:HGNC:10436]
ENSG00000108509	PMBCLvsCtrl	CAMTA2	calmodulin binding transcription activator 2 [Source:HGNC Symbol;Acc:HGNC:18807]
ENSG00000108654	PMBCLvsCtrl	DDX5	DEAD-box helicase 5 [Source:HGNC Symbol;Acc:HGNC:2746]
ENSG00000108839	PMBCLvsCtrl	ALOX12	arachidonate 12-lipoxygenase, 12S type [Source:HGNC Symbol;Acc:HGNC:429]
ENSG00000108840	PMBCLvsCtrl	HDAC5	histone deacetylase 5 [Source:HGNC Symbol;Acc:HGNC:14068]
ENSG00000108848	PMBCLvsCtrl	LUC7L3	LUC7 like 3 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:24309]
ENSG00000108946	PMBCLvsCtrl	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9388]
ENSG00000108953	PMBCLvsCtrl	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon [Source:HGNC Symbol;Acc:HGNC:12851]
ENSG00000108984	PMBCLvsCtrl	MAP2K6	mitogen-activated protein kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6846]
ENSG00000109062	PMBCLvsCtrl	SLC9A3R1	SLC9A3 regulator 1 [Source:HGNC Symbol;Acc:HGNC:11075]
ENSG00000109066	PMBCLvsCtrl	TMEM104	transmembrane protein 104 [Source:HGNC Symbol;Acc:HGNC:25984]
ENSG00000109113	PMBCLvsCtrl	RAB34	RAB34, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16519]
ENSG00000109171	PMBCLvsCtrl	SLAIN2	SLAIN motif family member 2 [Source:HGNC Symbol;Acc:HGNC:29282]
ENSG00000109180	PMBCLvsCtrl	OCIAD1	OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074]
ENSG00000109270	PMBCLvsCtrl	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 [Source:HGNC Symbol;Acc:HGNC:15606]
ENSG00000109332	PMBCLvsCtrl	UBE2D3	ubiquitin conjugating enzyme E2 D3 [Source:HGNC Symbol;Acc:HGNC:12476]
ENSG00000109466	PMBCLvsCtrl	KLHL2	kelch like family member 2 [Source:HGNC Symbol;Acc:HGNC:6353]
ENSG00000109670	PMBCLvsCtrl	FBXW7	F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712]
ENSG00000109971	PMBCLvsCtrl	HSPA8	heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241]
ENSG00000110046	PMBCLvsCtrl	ATG2A	autophagy related 2A [Source:HGNC Symbol;Acc:HGNC:29028]
ENSG00000110047	PMBCLvsCtrl	EHD1	EH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242]
ENSG00000110075	PMBCLvsCtrl	PPP6R3	protein phosphatase 6 regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:1173]
ENSG00000110080	PMBCLvsCtrl	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:10864]
ENSG00000110422	PMBCLvsCtrl	HIPK3	homeodomain interacting protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:4915]
ENSG00000110514	PMBCLvsCtrl	MADD	MAP kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766]
ENSG00000110696	PMBCLvsCtrl	C11orf58	chromosome 11 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:16990]
ENSG00000110799	PMBCLvsCtrl	VWF	von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726]
ENSG00000110917	PMBCLvsCtrl	MLEC	malectin [Source:HGNC Symbol;Acc:HGNC:28973]
ENSG00000110958	PMBCLvsCtrl	PTGES3	prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049]
ENSG00000111252	PMBCLvsCtrl	SH2B3	SH2B adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:29605]
ENSG00000111640	PMBCLvsCtrl	GAPDH	glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]
ENSG00000111837	PMBCLvsCtrl	MAK	male germ cell associated kinase [Source:HGNC Symbol;Acc:HGNC:6816]
ENSG00000112062	PMBCLvsCtrl	MAPK14	mitogen-activated protein kinase 14 [Source:HGNC Symbol;Acc:HGNC:6876]
ENSG00000112081	PMBCLvsCtrl	SRSF3	serine and arginine rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785]
ENSG00000112290	PMBCLvsCtrl	WASF1	WAS protein family member 1 [Source:HGNC Symbol;Acc:HGNC:12732]
ENSG00000112306	PMBCLvsCtrl	RPS12	ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10385]
ENSG00000112531	PMBCLvsCtrl	QKI	QKI, KH domain containing RNA binding [Source:HGNC Symbol;Acc:HGNC:21100]
ENSG00000112576	PMBCLvsCtrl	CCND3	cyclin D3 [Source:HGNC Symbol;Acc:HGNC:1585]
ENSG00000112701	PMBCLvsCtrl	SENP6	SUMO1/sentrin specific peptidase 6 [Source:HGNC Symbol;Acc:HGNC:20944]
ENSG00000112763	PMBCLvsCtrl	BTN2A1	butyrophilin subfamily 2 member A1 [Source:HGNC Symbol;Acc:HGNC:1136]
ENSG00000112851	PMBCLvsCtrl	ERBIN	erbb2 interacting protein [Source:HGNC Symbol;Acc:HGNC:15842]
ENSG00000113161	PMBCLvsCtrl	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:5006]
ENSG00000113558	PMBCLvsCtrl	SKP1	S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899]
ENSG00000113643	PMBCLvsCtrl	RARS	arginyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:9870]
ENSG00000113739	PMBCLvsCtrl	STC2	stanniocalcin 2 [Source:HGNC Symbol;Acc:HGNC:11374]
ENSG00000113810	PMBCLvsCtrl	SMC4	structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]
ENSG00000113845	PMBCLvsCtrl	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1321]
ENSG00000114062	PMBCLvsCtrl	UBE3A	ubiquitin protein ligase E3A [Source:HGNC Symbol;Acc:HGNC:12496]
ENSG00000114107	PMBCLvsCtrl	CEP70	centrosomal protein 70 [Source:HGNC Symbol;Acc:HGNC:29972]
ENSG00000114127	PMBCLvsCtrl	XRN1	5'-3' exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:30654]
ENSG00000114209	PMBCLvsCtrl	PDCD10	programmed cell death 10 [Source:HGNC Symbol;Acc:HGNC:8761]
ENSG00000114268	PMBCLvsCtrl	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:HGNC Symbol;Acc:HGNC:8875]
ENSG00000114391	PMBCLvsCtrl	RPL24	ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:10325]
ENSG00000114626	PMBCLvsCtrl	ABTB1	ankyrin repeat and BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18275]
ENSG00000114999	PMBCLvsCtrl	TTL	tubulin tyrosine ligase [Source:HGNC Symbol;Acc:HGNC:21586]
ENSG00000115053	PMBCLvsCtrl	NCL	nucleolin [Source:HGNC Symbol;Acc:HGNC:7667]
ENSG00000115091	PMBCLvsCtrl	ACTR3	ARP3 actin related protein 3 homolog [Source:HGNC Symbol;Acc:HGNC:170]
ENSG00000115194	PMBCLvsCtrl	SLC30A3	solute carrier family 30 member 3 [Source:HGNC Symbol;Acc:HGNC:11014]
ENSG00000115325	PMBCLvsCtrl	DOK1	docking protein 1 [Source:HGNC Symbol;Acc:HGNC:2990]
ENSG00000115419	PMBCLvsCtrl	GLS	glutaminase [Source:HGNC Symbol;Acc:HGNC:4331]
ENSG00000115464	PMBCLvsCtrl	USP34	ubiquitin specific peptidase 34 [Source:HGNC Symbol;Acc:HGNC:20066]
ENSG00000115760	PMBCLvsCtrl	BIRC6	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:13516]
ENSG00000115825	PMBCLvsCtrl	PRKD3	protein kinase D3 [Source:HGNC Symbol;Acc:HGNC:9408]
ENSG00000115947	PMBCLvsCtrl	ORC4	origin recognition complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:8490]
ENSG00000115966	PMBCLvsCtrl	ATF2	activating transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:784]
ENSG00000115998	PMBCLvsCtrl	C2orf42	chromosome 2 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:26056]
ENSG00000116183	PMBCLvsCtrl	PAPPA2	pappalysin 2 [Source:HGNC Symbol;Acc:HGNC:14615]
ENSG00000116199	PMBCLvsCtrl	FAM20B	FAM20B, glycosaminoglycan xylosylkinase [Source:HGNC Symbol;Acc:HGNC:23017]
ENSG00000116260	PMBCLvsCtrl	QSOX1	quiescin sulfhydryl oxidase 1 [Source:HGNC Symbol;Acc:HGNC:9756]
ENSG00000116337	PMBCLvsCtrl	AMPD2	adenosine monophosphate deaminase 2 [Source:HGNC Symbol;Acc:HGNC:469]
ENSG00000116350	PMBCLvsCtrl	SRSF4	serine and arginine rich splicing factor 4 [Source:HGNC Symbol;Acc:HGNC:10786]
ENSG00000116473	PMBCLvsCtrl	RAP1A	RAP1A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9855]
ENSG00000116489	PMBCLvsCtrl	CAPZA1	capping actin protein of muscle Z-line alpha subunit 1 [Source:HGNC Symbol;Acc:HGNC:1488]
ENSG00000116539	PMBCLvsCtrl	ASH1L	ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]
ENSG00000116580	PMBCLvsCtrl	GON4L	gon-4 like [Source:HGNC Symbol;Acc:HGNC:25973]
ENSG00000116747	PMBCLvsCtrl	TROVE2	TROVE domain family member 2 [Source:HGNC Symbol;Acc:HGNC:11313]
ENSG00000116906	PMBCLvsCtrl	GNPAT	glyceronephosphate O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:4416]
ENSG00000117020	PMBCLvsCtrl	AKT3	AKT serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:393]
ENSG00000117054	PMBCLvsCtrl	ACADM	acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]
ENSG00000117151	PMBCLvsCtrl	CTBS	chitobiase [Source:HGNC Symbol;Acc:HGNC:2496]
ENSG00000117523	PMBCLvsCtrl	PRRC2C	proline rich coiled-coil 2C [Source:HGNC Symbol;Acc:HGNC:24903]
ENSG00000117602	PMBCLvsCtrl	RCAN3	RCAN family member 3 [Source:HGNC Symbol;Acc:HGNC:3042]
ENSG00000117682	PMBCLvsCtrl	DHDDS	dehydrodolichyl diphosphate synthase subunit [Source:HGNC Symbol;Acc:HGNC:20603]
ENSG00000118503	PMBCLvsCtrl	TNFAIP3	TNF alpha induced protein 3 [Source:HGNC Symbol;Acc:HGNC:11896]
ENSG00000118620	PMBCLvsCtrl	ZNF430	zinc finger protein 430 [Source:HGNC Symbol;Acc:HGNC:20808]
ENSG00000118680	PMBCLvsCtrl	MYL12B	myosin light chain 12B [Source:HGNC Symbol;Acc:HGNC:29827]
ENSG00000118900	PMBCLvsCtrl	UBN1	ubinuclein 1 [Source:HGNC Symbol;Acc:HGNC:12506]
